Date,Open,High,Low,Close,Adj Close,Volume
2019-10-22,6875.000000,6885.000000,6805.000000,6810.000000,6810.000000,11568731
2019-10-23,6835.000000,6875.000000,6825.000000,6855.000000,6855.000000,6538070
2019-10-24,6830.000000,6905.000000,6820.000000,6840.000000,6840.000000,6567042
2019-10-25,6825.000000,6870.000000,6815.000000,6835.000000,6835.000000,4550878
2019-10-28,6805.000000,6830.000000,6775.000000,6810.000000,6810.000000,5581967
2019-10-29,6780.000000,6840.000000,6775.000000,6825.000000,6825.000000,5828368
2019-10-30,6825.000000,6885.000000,6825.000000,6880.000000,6880.000000,6368386
2019-10-31,6840.000000,6865.000000,6785.000000,6860.000000,6860.000000,14014203
2019-11-01,6860.000000,6875.000000,6800.000000,6800.000000,6800.000000,7589879
2019-11-04,6755.000000,6760.000000,6695.000000,6695.000000,6695.000000,7631021
2019-11-05,6690.000000,6705.000000,6650.000000,6655.000000,6655.000000,5565490
2019-11-06,6660.000000,6670.000000,6610.000000,6650.000000,6650.000000,9367865
2019-11-07,6665.000000,6690.000000,6645.000000,6655.000000,6655.000000,6852714
2019-11-08,6620.000000,6695.000000,6615.000000,6685.000000,6685.000000,9016685
2019-11-11,6680.000000,6750.000000,6680.000000,6735.000000,6735.000000,6705414
2019-11-12,6715.000000,6740.000000,6670.000000,6670.000000,6670.000000,6148801
2019-11-13,6700.000000,6750.000000,6695.000000,6730.000000,6730.000000,7313611
2019-11-15,6665.000000,6680.000000,6575.000000,6580.000000,6580.000000,11306661
2019-11-18,6580.000000,6615.000000,6580.000000,6595.000000,6595.000000,7124792
2019-11-19,6620.000000,6670.000000,6610.000000,6620.000000,6620.000000,8373645
2019-11-20,6650.000000,6710.000000,6635.000000,6700.000000,6700.000000,8752097
2019-11-21,6715.000000,6825.000000,6705.000000,6805.000000,6805.000000,11484426
2019-11-22,6795.000000,6800.000000,6760.000000,6770.000000,6770.000000,7678301
2019-11-25,6720.000000,6730.000000,6675.000000,6700.000000,6700.000000,7848995
2019-11-26,6685.000000,6700.000000,6640.000000,6695.000000,6695.000000,8717695
2019-11-27,6680.000000,6725.000000,6655.000000,6690.000000,6690.000000,11810129
2019-11-28,6725.000000,6735.000000,6695.000000,6720.000000,6720.000000,7860063
2019-11-29,6710.000000,6845.000000,6700.000000,6835.000000,6835.000000,10315810
2019-12-02,6800.000000,6825.000000,6770.000000,6815.000000,6815.000000,4523414
2019-12-03,6875.000000,6910.000000,6840.000000,6850.000000,6850.000000,6708142
2019-12-04,6900.000000,6940.000000,6885.000000,6895.000000,6895.000000,8485624
2019-12-05,6860.000000,6945.000000,6845.000000,6910.000000,6910.000000,6498620
2019-12-06,6890.000000,6890.000000,6830.000000,6840.000000,6840.000000,6731485
2019-12-09,6830.000000,6835.000000,6790.000000,6805.000000,6805.000000,4741891
2019-12-10,6820.000000,6845.000000,6770.000000,6770.000000,6770.000000,7454195
2019-12-11,6775.000000,6800.000000,6740.000000,6745.000000,6745.000000,6877594
2019-12-12,6700.000000,6700.000000,6630.000000,6630.000000,6630.000000,11546528
2019-12-13,6540.000000,6555.000000,6510.000000,6510.000000,6510.000000,12925073
2019-12-16,6520.000000,6525.000000,6495.000000,6510.000000,6510.000000,7257975
2019-12-17,6495.000000,6505.000000,6415.000000,6425.000000,6425.000000,11411976
2019-12-18,6425.000000,6450.000000,6390.000000,6435.000000,6435.000000,8329156
2019-12-19,6410.000000,6455.000000,6390.000000,6420.000000,6420.000000,10951425
2019-12-20,6395.000000,6435.000000,6395.000000,6410.000000,6410.000000,6898498
2019-12-23,6385.000000,6430.000000,6380.000000,6410.000000,6410.000000,7191456
2019-12-24,6405.000000,6465.000000,6405.000000,6460.000000,6460.000000,6920665
2019-12-26,6455.000000,6480.000000,6435.000000,6435.000000,6435.000000,8584951
2019-12-27,6395.000000,6415.000000,6280.000000,6330.000000,6330.000000,13536563
2019-12-30,6330.000000,6350.000000,6315.000000,6350.000000,6350.000000,6249221
2020-01-02,6350.000000,6440.000000,6340.000000,6425.000000,6425.000000,5956007
2020-01-03,6365.000000,6465.000000,6330.000000,6430.000000,6430.000000,11643376
2020-01-06,6485.000000,6495.000000,6455.000000,6480.000000,6480.000000,9171806
2020-01-07,6450.000000,6455.000000,6385.000000,6410.000000,6410.000000,11425696
2020-01-08,6460.000000,6500.000000,6420.000000,6455.000000,6455.000000,18299189
2020-01-09,6360.000000,6390.000000,6345.000000,6345.000000,6345.000000,9427251
2020-01-10,6340.000000,6350.000000,6285.000000,6285.000000,6285.000000,12879763
2020-01-13,6275.000000,6295.000000,6220.000000,6220.000000,6220.000000,7739115
2020-01-14,6185.000000,6205.000000,6155.000000,6200.000000,6200.000000,10235495
2020-01-15,6210.000000,6250.000000,6205.000000,6235.000000,6235.000000,9887976
2020-01-16,6230.000000,6245.000000,6165.000000,6165.000000,6165.000000,9977377
2020-01-17,6130.000000,6175.000000,6100.000000,6150.000000,6150.000000,9526689
2020-01-20,6130.000000,6130.000000,6075.000000,6110.000000,6110.000000,13346779
2020-01-21,6110.000000,6190.000000,6105.000000,6185.000000,6185.000000,13968739
2020-01-22,6195.000000,6205.000000,6090.000000,6095.000000,6095.000000,13974872
2020-01-23,6130.000000,6185.000000,6130.000000,6175.000000,6175.000000,11743391
2020-01-28,6320.000000,6400.000000,6295.000000,6370.000000,6370.000000,13734385
2020-01-29,6335.000000,6380.000000,6315.000000,6350.000000,6350.000000,17462108
2020-01-30,6355.000000,6495.000000,6345.000000,6480.000000,6480.000000,13968933
2020-01-31,6425.000000,6545.000000,6400.000000,6545.000000,6545.000000,19134368
2020-02-03,6630.000000,6655.000000,6510.000000,6545.000000,6545.000000,29278810
2020-02-04,6530.000000,6545.000000,6400.000000,6420.000000,6420.000000,20791145
2020-02-05,6355.000000,6425.000000,6340.000000,6395.000000,6395.000000,15234018
2020-02-06,6325.000000,6335.000000,6190.000000,6190.000000,6190.000000,35112654
2020-02-07,6210.000000,6290.000000,6210.000000,6250.000000,6250.000000,21810405
2020-02-10,6320.000000,6350.000000,6275.000000,6285.000000,6285.000000,14798605
2020-02-11,6265.000000,6270.000000,6185.000000,6220.000000,6220.000000,13494771
2020-02-12,6230.000000,6250.000000,6160.000000,6170.000000,6170.000000,16542121
2020-02-13,6150.000000,6200.000000,6120.000000,6190.000000,6190.000000,19928488
2020-02-14,6195.000000,6230.000000,6120.000000,6145.000000,6145.000000,19344477
2020-02-17,6150.000000,6185.000000,6125.000000,6145.000000,6145.000000,9433144
2020-02-18,6195.000000,6265.000000,6185.000000,6255.000000,6255.000000,14925780
2020-02-19,6215.000000,6305.000000,6205.000000,6245.000000,6245.000000,15480362
2020-02-20,6200.000000,6315.000000,6180.000000,6270.000000,6270.000000,18945258
2020-02-21,6375.000000,6385.000000,6310.000000,6375.000000,6375.000000,17583495
2020-02-24,6510.000000,6620.000000,6495.000000,6615.000000,6615.000000,22046636
2020-02-25,6645.000000,6650.000000,6535.000000,6540.000000,6540.000000,22813732
2020-02-26,6675.000000,6690.000000,6595.000000,6635.000000,6635.000000,21585271
2020-02-27,6655.000000,6730.000000,6615.000000,6710.000000,6710.000000,27208442
2020-02-28,6815.000000,6940.000000,6780.000000,6930.000000,6930.000000,31423212
2020-03-02,6885.000000,6980.000000,6810.000000,6855.000000,6855.000000,29856048
2020-03-03,6705.000000,6865.000000,6690.000000,6830.000000,6830.000000,35890209
2020-03-04,6885.000000,6885.000000,6655.000000,6670.000000,6670.000000,36577880
2020-03-05,6620.000000,6690.000000,6575.000000,6610.000000,6610.000000,30437904
2020-03-06,6695.000000,6780.000000,6670.000000,6750.000000,6750.000000,25101307
2020-03-09,6750.000000,6750.000000,6750.000000,6750.000000,6750.000000,0
2020-03-10,7055.000000,7100.000000,6970.000000,6990.000000,6990.000000,30391549
2020-03-11,7005.000000,7235.000000,6990.000000,7205.000000,7205.000000,34426282
2020-03-12,7205.000000,7205.000000,7205.000000,7205.000000,7205.000000,0
2020-03-13,8000.000000,8130.000000,7475.000000,7625.000000,7625.000000,65135611
2020-03-16,7590.000000,7955.000000,7495.000000,7935.000000,7935.000000,61696022
2020-03-17,8280.000000,8300.000000,7850.000000,8085.000000,8085.000000,73060771
2020-03-18,8115.000000,8575.000000,8030.000000,8575.000000,8575.000000,68113618
2020-03-19,8320.000000,9325.000000,8285.000000,9180.000000,9180.000000,135479235
2020-03-20,8865.000000,9125.000000,8465.000000,8465.000000,8465.000000,96325470
2020-03-23,9010.000000,9095.000000,8770.000000,8945.000000,8945.000000,74644145
2020-03-24,8685.000000,8845.000000,8090.000000,8090.000000,8090.000000,74440010
2020-03-25,7895.000000,8005.000000,7625.000000,7695.000000,7695.000000,107831504
2020-03-26,7680.000000,7785.000000,7535.000000,7785.000000,7785.000000,106998410
2020-03-27,7425.000000,7870.000000,7415.000000,7610.000000,7610.000000,120716272
2020-03-30,7790.000000,7885.000000,7560.000000,7635.000000,7635.000000,80136650
2020-03-31,7575.000000,7645.000000,7480.000000,7500.000000,7500.000000,69958310
2020-04-01,7570.000000,7855.000000,7480.000000,7855.000000,7855.000000,64310022
2020-04-02,7785.000000,7940.000000,7615.000000,7620.000000,7620.000000,90313240
2020-04-03,7620.000000,7725.000000,7555.000000,7630.000000,7630.000000,64119530
2020-04-06,7555.000000,7560.000000,7290.000000,7305.000000,7305.000000,59608011
2020-04-07,7175.000000,7330.000000,7115.000000,7180.000000,7180.000000,75255099
2020-04-08,7230.000000,7295.000000,7135.000000,7295.000000,7295.000000,57936220
2020-04-09,7155.000000,7265.000000,7150.000000,7180.000000,7180.000000,56137266
2020-04-10,7205.000000,7240.000000,7125.000000,7130.000000,7130.000000,47722613
2020-04-13,7155.000000,7265.000000,7150.000000,7260.000000,7260.000000,38427445
2020-04-14,7190.000000,7225.000000,7080.000000,7115.000000,7115.000000,37769864
2020-04-16,7185.000000,7245.000000,7105.000000,7120.000000,7120.000000,49232470
2020-04-17,6980.000000,6985.000000,6835.000000,6890.000000,6890.000000,55636844
2020-04-20,6910.000000,7005.000000,6885.000000,6975.000000,6975.000000,36649669
2020-04-21,7035.000000,7185.000000,6990.000000,7055.000000,7055.000000,72539793
2020-04-22,7150.000000,7205.000000,6980.000000,6995.000000,6995.000000,44771154
2020-04-23,6960.000000,7015.000000,6900.000000,6930.000000,6930.000000,49906325
2020-04-24,6985.000000,7070.000000,6960.000000,7030.000000,7030.000000,39545370
2020-04-27,7005.000000,7025.000000,6855.000000,6880.000000,6880.000000,34996688
2020-04-28,6875.000000,6940.000000,6825.000000,6845.000000,6845.000000,43488129
2020-04-29,6845.000000,6865.000000,6755.000000,6790.000000,6790.000000,29317541
2020-05-04,6945.000000,7020.000000,6920.000000,7010.000000,7010.000000,50517992
2020-05-06,6905.000000,6990.000000,6875.000000,6875.000000,6875.000000,27730752
2020-05-07,6910.000000,6930.000000,6840.000000,6885.000000,6885.000000,27279990
2020-05-08,6840.000000,6840.000000,6780.000000,6825.000000,6825.000000,27518231
2020-05-11,6810.000000,6890.000000,6770.000000,6880.000000,6880.000000,23652822
2020-05-12,6880.000000,6990.000000,6860.000000,6920.000000,6920.000000,38558261
2020-05-13,7015.000000,7020.000000,6845.000000,6845.000000,6845.000000,36507983
2020-05-14,6910.000000,6960.000000,6890.000000,6920.000000,6920.000000,30719722
2020-05-15,6860.000000,6955.000000,6860.000000,6895.000000,6895.000000,28800586
2020-05-18,6870.000000,6930.000000,6835.000000,6845.000000,6845.000000,24619102
2020-05-19,6700.000000,6725.000000,6660.000000,6670.000000,6670.000000,30538286
2020-05-20,6705.000000,6710.000000,6640.000000,6655.000000,6655.000000,18717951
2020-05-21,6620.000000,6650.000000,6605.000000,6635.000000,6635.000000,21954221
2020-05-22,6630.000000,6775.000000,6625.000000,6750.000000,6750.000000,38519548
2020-05-25,6700.000000,6760.000000,6650.000000,6650.000000,6650.000000,28103100
2020-05-26,6640.000000,6650.000000,6535.000000,6535.000000,6535.000000,31930420
2020-05-27,6565.000000,6580.000000,6495.000000,6530.000000,6530.000000,35427038
2020-05-28,6480.000000,6590.000000,6440.000000,6510.000000,6510.000000,43372927
2020-05-29,6545.000000,6590.000000,6480.000000,6510.000000,6510.000000,38305072
2020-06-01,6495.000000,6510.000000,6390.000000,6390.000000,6390.000000,29533750
2020-06-02,6395.000000,6410.000000,6315.000000,6320.000000,6320.000000,27585952
2020-06-03,6265.000000,6265.000000,6050.000000,6095.000000,6095.000000,56128315
2020-06-04,6010.000000,6110.000000,5950.000000,6080.000000,6080.000000,48754657
2020-06-05,6095.000000,6120.000000,5975.000000,5980.000000,5980.000000,42123425
2020-06-08,5875.000000,6015.000000,5875.000000,5995.000000,5995.000000,31545435
2020-06-09,5945.000000,6055.000000,5905.000000,5995.000000,5995.000000,41195491
2020-06-10,6000.000000,6015.000000,5945.000000,5970.000000,5970.000000,24598688
2020-06-11,6015.000000,6135.000000,5970.000000,6070.000000,6070.000000,43980404
2020-06-12,6280.000000,6300.000000,6175.000000,6185.000000,6185.000000,53241261
2020-06-15,6250.000000,6500.000000,6210.000000,6500.000000,6500.000000,67922131
2020-06-16,6320.000000,6350.000000,6115.000000,6115.000000,6115.000000,88823473
2020-06-17,6135.000000,6230.000000,6080.000000,6115.000000,6115.000000,67809635
2020-06-18,6150.000000,6195.000000,6115.000000,6140.000000,6140.000000,47738842
2020-06-19,6085.000000,6225.000000,6080.000000,6125.000000,6125.000000,35417628
2020-06-22,6180.000000,6185.000000,6110.000000,6150.000000,6150.000000,29927287
2020-06-23,6100.000000,6210.000000,6055.000000,6145.000000,6145.000000,50749302
2020-06-24,6115.000000,6120.000000,6005.000000,6035.000000,6035.000000,41487362
2020-06-25,6135.000000,6200.000000,6095.000000,6200.000000,6200.000000,44827395
2020-06-26,6130.000000,6185.000000,6085.000000,6110.000000,6110.000000,35548741
2020-06-29,6185.000000,6240.000000,6135.000000,6220.000000,6220.000000,49561002
2020-06-30,6115.000000,6165.000000,6085.000000,6160.000000,6160.000000,40070401
2020-07-01,6105.000000,6175.000000,6085.000000,6160.000000,6160.000000,35537737
2020-07-02,6135.000000,6140.000000,6085.000000,6085.000000,6085.000000,43507092
2020-07-08,6000.000000,6040.000000,5975.000000,6020.000000,6020.000000,38215899
2020-07-09,5985.000000,6000.000000,5945.000000,5985.000000,5985.000000,29163081
2020-07-10,5985.000000,6080.000000,5980.000000,6055.000000,6055.000000,34740540
2020-07-13,5985.000000,6015.000000,5925.000000,5935.000000,5935.000000,30648797
2020-07-14,5975.000000,6005.000000,5940.000000,5940.000000,5940.000000,33868169
2020-07-15,5875.000000,5915.000000,5840.000000,5880.000000,5880.000000,26748575
2020-07-16,5885.000000,5965.000000,5880.000000,5950.000000,5950.000000,41267615
2020-07-17,5940.000000,5940.000000,5890.000000,5895.000000,5895.000000,20603944
2020-07-20,5890.000000,5955.000000,5875.000000,5910.000000,5910.000000,26472662
2020-07-21,5860.000000,5865.000000,5805.000000,5825.000000,5825.000000,28888795
2020-07-22,5835.000000,5860.000000,5805.000000,5845.000000,5845.000000,24872222
2020-07-23,5845.000000,5930.000000,5845.000000,5885.000000,5885.000000,25419181
2020-07-24,5940.000000,5945.000000,5880.000000,5920.000000,5920.000000,27667622
2020-07-27,5925.000000,5925.000000,5825.000000,5855.000000,5855.000000,28797107
2020-07-28,5805.000000,5815.000000,5705.000000,5735.000000,5735.000000,43348237
2020-07-29,5730.000000,5745.000000,5670.000000,5700.000000,5700.000000,38742781
2020-07-30,5670.000000,5705.000000,5655.000000,5695.000000,5695.000000,26997940
2020-07-31,5675.000000,5755.000000,5650.000000,5740.000000,5740.000000,30764083
2020-08-03,5745.000000,5785.000000,5730.000000,5745.000000,5745.000000,24310396
2020-08-04,5715.000000,5715.000000,5655.000000,5675.000000,5675.000000,30320828
2020-08-05,5660.000000,5685.000000,5610.000000,5610.000000,5610.000000,28536550
2020-08-06,5590.000000,5595.000000,5490.000000,5525.000000,5525.000000,39140762
2020-08-07,5505.000000,5555.000000,5470.000000,5495.000000,5495.000000,36299753
2020-08-10,5505.000000,5515.000000,5410.000000,5415.000000,5415.000000,34444017
2020-08-11,5405.000000,5420.000000,5320.000000,5345.000000,5345.000000,37111672
2020-08-12,5365.000000,5410.000000,5320.000000,5320.000000,5320.000000,43613438
2020-08-13,5275.000000,5380.000000,5260.000000,5320.000000,5320.000000,30484538
2020-08-14,5325.000000,5425.000000,5320.000000,5375.000000,5375.000000,46711038
2020-08-18,5350.000000,5505.000000,5335.000000,5490.000000,5490.000000,56951527
2020-08-19,5445.000000,5480.000000,5415.000000,5465.000000,5465.000000,35041879
2020-08-20,5510.000000,5690.000000,5490.000000,5685.000000,5685.000000,79391739
2020-08-21,5610.000000,5655.000000,5525.000000,5590.000000,5590.000000,77676790
2020-08-24,5575.000000,5645.000000,5520.000000,5530.000000,5530.000000,36202665
2020-08-25,5485.000000,5520.000000,5450.000000,5455.000000,5455.000000,44841719
2020-08-26,5465.000000,5530.000000,5435.000000,5455.000000,5455.000000,42554911
2020-08-27,5440.000000,5505.000000,5435.000000,5505.000000,5505.000000,46993935
2020-08-28,5460.000000,5515.000000,5415.000000,5475.000000,5475.000000,43596578
2020-08-31,5435.000000,5565.000000,5415.000000,5565.000000,5565.000000,53080010
2020-09-01,5560.000000,5565.000000,5500.000000,5520.000000,5520.000000,49806463
2020-09-02,5485.000000,5550.000000,5465.000000,5490.000000,5490.000000,29367259
2020-09-03,5440.000000,5445.000000,5390.000000,5405.000000,5405.000000,56845223
2020-09-04,5555.000000,5560.000000,5475.000000,5480.000000,5480.000000,57263397
2020-09-08,5410.000000,5440.000000,5385.000000,5385.000000,5385.000000,30446374
2020-09-09,5450.000000,5465.000000,5415.000000,5445.000000,5445.000000,44665788
2020-09-10,5395.000000,5415.000000,5375.000000,5390.000000,5390.000000,26225553
2020-09-11,5415.000000,5460.000000,5395.000000,5400.000000,5400.000000,27055005
